Date,qqq,lqd,hyg,tlt,ief,shy,gld,slv,efa,eem,iyr,xle,xlk,xlf,GC=F,RPAR
2015-01-05,-0.009649833773411349,-0.005898302818020412,-0.008568753163225867,-0.0035743963086646235,-0.005495805252664815,-0.006716109038744572,-0.0037006791770754777,-0.0015539601018263738,-0.01143714349516875,-0.010275547270218684,-0.006047672192030501,-0.01498966242846735,-0.009769117644356212,-0.010921492968914377,-0.003697555174653083,
2015-01-06,-0.005053095875399056,-0.001556995959638625,-0.003137495552731657,0.0012320010303428935,-0.0010279569007068897,-0.0022768067121612568,-9.164833684242694e-05,0.0018866230358894503,-0.004636844417715808,-0.0032117703842870337,-0.0009107703943802734,-0.0053095641397021345,-0.004782828517675659,-0.005428017407260972,0.00018691553073935585,
2015-01-07,0.008500372416088711,0.0061870809353110085,0.007166072739949438,0.0055271551913596804,0.005885212314066303,0.006016832235698101,0.004743882862579687,0.006174856252996088,0.008145126992375698,0.01024709682506967,0.00851689611779819,0.006348159490583595,0.007615769767919058,0.008019409174438455,0.004495105429474058,
2015-01-08,0.01104046072755974,0.0065676731934719654,0.00871843205857382,0.004563907415264764,0.006396786380385819,0.0071888003850575895,0.006370805299110369,0.004562666402194835,0.009918418339055943,0.01061979149177988,0.008342571701764941,0.0117024272157893,0.011608700998560382,0.01020134843707333,0.00684906101304524,
2015-01-09,-0.0035845155616773504,-0.001737103746829218,-0.0012640550178157814,-7.743818533109334e-05,-0.001281346263408336,-0.0021024835451595968,9.078786697234303e-06,-0.0006055549680959247,-0.003235765788718061,-0.002927843026076884,-0.0021930255990207834,-0.0038530468915521834,-0.0028963742235447753,-0.00496734546443455,-0.0010101029180324425,
2015-01-12,-0.00471925119289422,-0.0022534290434621253,-0.002878088995244328,-0.0014894116446922915,-0.001929998951790042,-0.002515801104731637,-0.0004165865024097393,-0.0013656500302469522,-0.0031033548869894246,-0.004263626339505629,-0.0015355182981147755,-0.008395955945728036,-0.004961156545401986,-0.004292266830592491,0.0001128289408066684,
2015-01-13,-0.001113915365344211,-0.000873199252292025,-0.0010548142968816697,-0.0010548142968816697,-0.0008701839345960493,-0.000936753477278831,-0.001729567847355886,0.0042382043924308645,-4.640255115514677e-05,0.000691023067597483,-0.0015761322090493213,-0.0026460324730895567,-0.0012019060110069943,-0.0017236690779055897,-0.0007952056784617766,
2015-01-14,-0.0025258125059425887,-0.001076285487929214,-0.001889218545512579,9.460192793791394e-05,-0.0005006148360316499,-0.0013046632992711872,-0.0017442177574430186,-0.00338703256977186,-0.00199120229409961,-0.002542507420978275,-0.00010344644658039754,-0.0007973498670505741,-0.002551719395195891,-0.0042750163932855755,-0.0014064162420051218,
2015-01-15,-0.0042605079257814985,-0.0006278313247868538,-0.002890692254884408,0.0014817300865462627,4.182419612068782e-05,-0.001358898285195176,0.0033697980142298528,-0.0014173916286536413,-0.00039084241922271445,-0.00120461858369878,-0.0013934151330236232,-0.004212802376531455,-0.004232689542495627,-0.004133453424074474,0.0032438732580797333,
2015-01-16,0.006284137842951826,0.002821772269963002,0.004697941590471561,0.0013859725400978628,0.0024615940091380073,0.0037475055350107258,0.006548751546462456,0.013843030453380773,0.006535471478563898,0.00562126451178317,0.005639844783466347,0.01044154024266361,0.0058863925228079764,0.006348670903775461,0.005865218260236,
2015-01-20,0.0033438817263239428,0.0022183254699254017,0.0013998234240099096,0.004414818823457649,0.002215302210333041,0.001662737373632588,0.004499363457560639,0.004470812264999218,0.002447860805259588,0.001453037271812434,0.00018991347085908663,0.001996186472906807,0.0034409946062470102,0.0009055292375997271,0.004466629482499433,
2015-01-21,0.0019245167346643032,0.0008188150044356444,0.0019745556123363346,-0.0014106687925580365,-5.020499143836531e-05,0.0009010574085109723,0.0009493769083961466,0.0031129378588317636,0.002474798847895796,0.00531396380912251,0.0006048316471461844,0.004963675599658365,0.001244823334941456,0.001414082340058629,0.0008237895953655182,
2015-01-22,0.010044697533771015,0.006245287514885242,0.006611075677636942,0.005624333378783937,0.005847525556292129,0.0062732201867738945,0.007953827786909048,0.009107293119064483,0.007092138260602284,0.010165276226734596,0.010249042094787938,0.0072808655478475,0.009629043117952582,0.011290576951376405,0.0074260782087468965,
2015-01-23,-9.609307056578537e-05,0.0006297413627066022,-0.0005383065865366982,0.002245189724152717,0.0007701511938502754,-0.00044401274574700395,-0.002135367950736735,-0.0016740292214461401,-0.0016726020977965957,-0.0020479658805185336,-0.0009504946469051218,-0.001962968203735995,-0.0005865279037425081,-0.0027022506119733464,-0.001783786080656737,
2015-01-26,0.00016143643865213595,0.00034270020623143426,0.0013025431856770807,-0.00021671502515017613,-6.604884542869464e-05,0.0002738831940219687,-0.0016046255179160962,-0.003948708608421185,0.003129576991426193,0.0004898151658747361,0.002359434720340365,0.003261445920262958,-0.0004286241489497568,0.0014013723465786843,-0.0016507071936982243,
2015-01-27,-0.011076380603264515,-0.005743911239865831,-0.0060457327726650386,-0.005578456417282709,-0.0056158392766258915,-0.005773221344056348,-0.0035982127003488266,-0.0035559943654178833,-0.005601665627873134,-0.00697001900379565,-0.006155685402640723,-0.006019673856306587,-0.011656543205754613,-0.008067668168672696,-0.003968323219036787,
2015-01-28,-0.004718067330212965,-0.002335980433133837,-0.004113527085887263,-0.0004231932008299118,-0.0021535307407653014,-0.0035513787815130192,-0.0052684078959230034,-0.004846912314803213,-0.006678863413116036,-0.005862491702042121,-0.005114038984275919,-0.01156824534678607,-0.004042112675364122,-0.0073323443186423636,-0.004590869851667105,
2015-01-29,0.005224666098595545,0.0028314444584229955,0.004012231737124851,0.001986220905550975,0.0025931367000187854,0.0032315847360381645,-0.0010081646389291745,-0.00818926857376635,0.006040210049544373,0.003302313520491431,0.003642002772365318,0.003972107745696753,0.005201413297324766,0.0049402547720543664,-0.001565879687979397,
2015-01-30,-0.0047835293001628545,-0.0015888803300112293,-0.003785403117253901,0.00031474608214295116,-0.0014807993491127564,-0.0029970700850504533,0.0012223344227608552,0.00046182093176321687,-0.006383899607839534,-0.008716283376107144,-0.006502357645215846,-0.0014971035216089406,-0.005708036430309945,-0.006482046415349481,0.0005772087475273396,
2015-02-02,0.007285011222274358,0.005730273964486416,0.006311901335051813,0.0047889795168621855,0.005294034024381573,0.0054806074768346934,0.0038754516664913207,0.00469768929172027,0.00796165128960073,0.009132040239658162,0.004903929913342648,0.011659273135061782,0.007599272519691542,0.00876009987922159,0.005184337233112952,
2015-02-03,0.006163492560373279,0.002624331781638527,0.005372299561989929,8.334556403615488e-06,0.0025541611023168808,0.004076642610619023,0.002003378734146915,0.005213029544203733,0.007437190529079079,0.008018006531121263,0.006094154899506137,0.009712903767271524,0.006523821923289912,0.007577781893599705,0.001655765466187402,
2015-02-04,-0.0014755741309931158,-0.0010235633489314197,-0.0021384556386362915,-0.0009590068232841007,-0.0009713426973949699,-0.0012771999503581187,-0.0004251081156087719,-0.0003340107927314849,-0.002952907419563231,-0.0022891562485847757,-0.0018881588216111387,-0.004601175899092977,-0.000908271732346808,-0.0018056007894291601,-0.0006498131184376453,
2015-02-05,0.005406907616960712,0.003041562387868848,0.004849901173289686,0.0014807291482127473,0.002945804725976333,0.0036058942135470586,0.004022010006383683,0.0030752461978148203,0.006431674634569432,0.004868505185007024,0.0057629015149710215,0.0065493540158411715,0.005536990838581782,0.0057010087990904705,0.0033916970483103626,
2015-02-06,-0.006120850466795852,-0.006997134843412339,-0.004752474383832022,-0.008446789030789997,-0.007143412775262231,-0.005378065942073956,-0.010079345674520408,-0.011540994939427934,-0.00740295720325797,-0.008313077426982535,-0.010177923835685616,-0.004856462735504224,-0.0055371234425566854,-0.0033198558786157236,-0.009359749657468802,
2015-02-09,-0.002936864413097706,-0.002164805640690881,-0.002780697789117337,-0.0026176128078211347,-0.0023896015553943606,-0.002320534432615684,-0.0014033805761279883,0.0013213655885276677,-0.003256845677807685,-0.00259819155584331,-0.0032449299858255064,-0.0020963326357625435,-0.0025886999523004883,-0.0032910758436732303,-0.001178428734986836,
2015-02-10,0.007425359868478517,0.003768063397145456,0.004995775584285252,0.002721669131918199,0.003811661492972292,0.0042652625997126005,0.0031376420684872744,0.002719302278382037,0.006145246376867704,0.0038093930673449754,0.005014375579106486,0.004212308335797151,0.007285096082770633,0.005894498874979988,0.002829503282196751,
2015-02-11,0.00088727960604154,0.000291732123502646,9.340775051263518e-05,0.0005293910000644875,8.490454942305271e-05,0.00018289577477024644,-0.0022041051230036815,-0.00119950601787437,-0.0009239873460134174,-0.0013030437896259307,-0.00026533766075253595,-0.0012431176667175594,0.0009276081777539958,0.00015936497314459786,-0.0018867499725694972,
2015-02-12,0.007063954716431935,0.005247605435785978,0.004713409821706365,0.004073508004603759,0.0048097504410751935,0.004806311136908264,0.005196519044066799,0.005605905259836801,0.007842758452062953,0.009002460610645474,0.006888267444666267,0.007358228770473679,0.007461893364602395,0.006717900813833149,0.0049157340795027695,
2015-02-13,0.002621508521908531,0.00011318318459499802,0.0011902997274453406,-0.0011492617699858125,0.00023490330825738127,0.000904523534710364,0.001995382643313057,0.005734261072903122,0.0022294383387536955,0.003192494377317088,-0.00018528605257203353,0.0051365519223992,0.0021787310746454215,0.0007408636261958622,0.001953621894209787,
2015-02-17,-0.001326641151009156,-0.002440594585165146,-0.0016453663284236922,-0.004524844124779381,-0.0029317586762566353,-0.0016082658936883434,-0.0048532736449735225,-0.010098981996247503,-0.0010436537738018007,-0.0019562952676917436,-0.0020864791335902357,-0.0009042864214467097,-0.001419990548443151,-0.0008587651641544183,-0.004514134239720824,
2015-02-18,0.0018593804305823093,0.0022941046389469213,0.0022597991722519595,0.0027669714049084427,0.002537447810863842,0.001815439978683182,0.0021479345142422623,0.0005682899043517999,0.0027670834208766773,0.0015297108648540014,0.0032772590889152036,-0.0008027952997042664,0.0017665027572529369,0.00035504029076526954,0.00018841061862379777,
2015-02-19,-0.00016156355424538308,-0.0011839029347632392,-0.0016103677619533929,-0.0024734346956264332,-0.0016558154644085966,-0.001268927442290959,-0.0018383645082059275,-0.0017856583592510545,-0.0009020616531153181,-0.0019887760857354355,-0.004964444200457821,-0.002085396570211664,-0.000448289773051993,-0.0019716641263787605,8.291056170653746e-05,
2015-02-20,0.004037375057145862,0.0029985197411552013,0.003248664370490948,0.003286756503881625,0.0025877175949166587,0.002676747596219351,0.0015616995850994055,0.000662011160996321,0.004562656393763662,0.004036860303555932,0.004543139604386246,0.001736424353111441,0.00372683422671801,0.0041840847415521056,0.0022528807231119033,
2015-02-23,0.0016057149596433362,0.0020812297965194927,0.0015559269318586111,0.003694534319431311,0.002322162689835752,0.0014972490154865703,0.0016630217446505747,0.0025610862723317498,0.0006954437242687872,-0.0006134193208393456,0.002978789321818001,0.0005832098031414068,0.0015421241052068347,0.0009117989288432238,0.0007219502840732162,
2015-02-24,0.0036328209026774342,0.0047882216707603046,0.0036821455943156427,0.006110566162711049,0.004811344160311003,0.0036505970854763797,0.0031907928774001486,0.0025896310538935244,0.004719918713268854,0.006366568802121195,-0.0002872854816325177,0.004033983389001748,0.004088419177045131,0.004469769294967661,0.002918811433701039,
2015-02-25,-0.0006086047898512658,6.893684469880596e-05,0.000543902547553552,0.0007524006790691296,7.409497220779222e-05,-0.00011131431118784003,0.0006521679096291955,0.0033591162390448214,4.205416785914911e-05,-0.0005030842007546577,0.0003187119025568653,0.0009828208192984,-0.0013601594975320896,-0.00011131431118784003,0.0005737847785117634,
2015-02-26,-0.0014495107492584493,-0.0035454052668936155,-0.0025084719671355908,-0.005198578305494701,-0.003651123999501511,-0.0026536162447464,-0.0018253590469777328,-0.002338603665352164,-0.0030166664409496183,-0.0024159136430465813,-0.004156218330609858,-0.006174629059539601,-0.0012082566888581073,-0.0029547742236688728,-0.001032813127771899,
2015-02-27,-0.0013829662551470665,-2.393737660359973e-05,-0.0004577437522536696,0.0011802642105221309,0.00020725247245501088,-0.00043043259816162284,-0.00034619057896896323,-0.00012249174357465954,-0.0004090853951791649,-0.0006484101793882811,0.0009245032505515119,-0.0013832442193614678,-0.0011951115067714067,-0.00123778531158778,-5.244491094380283e-06,
2015-03-02,0.0024565405199834167,-0.0010853721076853474,0.000611207339421491,-0.003076881776073273,-0.0008403955414179623,0.0004854425173407593,-0.00017805524783624208,-0.0019981065484215104,0.0009556330941928957,0.0003538481492241983,0.0014318706144876713,-0.0007436449036439498,0.002226487007308151,0.0021268813266009357,-0.00015978802465312048,
2015-03-03,-0.0035925086566324497,-0.0027761188463811108,-0.003228577320161681,-0.0033850092268155455,-0.003091184005452581,-0.0027073275601670237,-0.0030230036692403053,-0.003681645115755368,-0.0038869387506815303,-0.004184024623213963,-0.0031886451690970223,-0.0019207757165012398,-0.003995365236844313,-0.003230702256713798,-0.003272661603011913,
2015-03-04,-0.0025544887167550235,-0.0019158462370440965,-0.002155596800053652,-0.0017196917217725005,-0.0016325160153920848,-0.0017354942776171356,-0.0024064379892328926,-0.0029382276643854645,-0.002585365703961453,-0.003962740336090933,-0.0034491725114235506,-0.0020622637002264545,-0.002571048225247754,-0.003009387995106385,-0.0023476864658628217,
2015-03-05,0.0010557092590290475,0.0009713033253055504,0.0010786560691508297,0.00045225035604861135,0.0008178518730699302,0.000776118760929112,0.0005141392136397416,0.0012217235578088292,0.001170086598345721,0.0004047599110854616,0.001367183536235972,-0.000489840791891405,0.0004725301601402388,0.001527966763115929,-7.767193535401784e-05,
2015-03-06,-0.01228795457424657,-0.012149341381128007,-0.011295329907581983,-0.014442025883910425,-0.012068937848553904,-0.010236323487717422,-0.015484425478123951,-0.014402181036641048,-0.01274422199656938,-0.013083555353630314,-0.016113328293076445,-0.013605101349759594,-0.012493288630727127,-0.011498363626302419,-0.01534173544732563,
2015-03-09,0.004053050196345298,0.004281543651537812,0.003056468453211836,0.005322013701122109,0.004404812786632473,0.0035704971983400837,0.003672513407195499,0.0022908582922776424,0.0037892710115816188,0.002711762341915458,0.005255414969925232,0.002043197388513729,0.004419482209735027,0.004383810121403453,0.003871001355231041,
2015-03-10,-0.0101410929421953,-0.0061100931381343135,-0.00720200235937634,-0.0037961555743602645,-0.005578580370922985,-0.006380418994190932,-0.007410234515713236,-0.007487424685510539,-0.010777684700115513,-0.010876857602855798,-0.007413568609656656,-0.009208887938095382,-0.010513307442774237,-0.010700699143223608,-0.007508078337207062,
2015-03-11,-0.0017066132177594095,0.00046556819239870425,2.5722925183569237e-06,0.0009044230573172297,-0.00019552474243909933,-0.0005526122630553943,-0.0017552656106697073,-0.0029494205145856526,-4.075129065582493e-05,0.0009641472462979551,-0.0002658233324508519,3.273624971384054e-05,-0.0018469169860232926,0.0007068761377989752,-0.0021731664587081845,
2015-03-12,0.007715613467786877,0.0062034376356987185,0.006801146583527009,0.0062612082843189,0.0065902596907350475,0.006449926259221464,0.006348553143119941,0.007480893087521414,0.008891553200076209,0.007648500296279916,0.009708706813909397,0.00512937557767358,0.00770546241683582,0.0107414707470232,0.006646061411458328,
2015-03-13,-0.004292738100638301,-0.003988400548979594,-0.004108015778550774,-0.004036821198013825,-0.0037229848714054733,-0.003399500887224934,-0.00313414283751496,-0.003691255658646871,-0.004589270213077464,-0.0058477014723702335,-0.0041657809328625025,-0.004170751824021043,-0.004525754373867171,-0.004811358856753208,-0.0033363549861858037,
2015-03-16,0.01010629189214641,0.007724242602636719,0.007324464829169894,0.009449707948349725,0.008218628611988974,0.0075479195439519834,0.007397911375169017,0.008732229224461294,0.009774929150198295,0.009926267213974924,0.00970896871515424,0.010230883212714401,0.009886261482658306,0.009991184820413467,0.007645650680718772,
2015-03-17,-0.0004498349462161587,-0.0004354110327129666,-0.0017671622354851024,0.000888495638582816,-0.0003570509265284725,-0.0008159057850302396,-0.0018514480197604532,-0.0019693185846518624,-0.0012700789564936297,0.0015534594450241372,-0.0009464739219849292,-0.0015353166525202066,-0.0007209320191989653,-0.0012558889512493108,-0.0016355930432078657,
2015-03-18,0.011408644750448785,0.011904291051593211,0.011228114382379521,0.013304084664833642,0.01173948210163747,0.009916443314049044,0.013363448667301662,0.015618149810674158,0.013717706447949167,0.014340370778150273,0.013388219490001534,0.015256516509869148,0.012158594942444426,0.010583662994641623,0.009983576811180698,
2015-03-19,-0.00339861337567382,-0.004713363650610369,-0.005287028942745331,-0.004714173281539202,-0.004636218983707785,-0.003954684149478948,-0.0038375144104840333,-0.00265345870041962,-0.00603362494871913,-0.007080710410088642,-0.00399467684396102,-0.006867647057513282,-0.004259061217560501,-0.0055574516798157616,-0.0006206149655588076,
2015-03-20,0.006836772441522507,0.006103405566657125,0.0071023476999218715,0.006597014022376833,0.006357913356336607,0.005683916423405586,0.007821963408344654,0.012796046040948115,0.009963110414046348,0.008530263160787541,0.010390997590135297,0.008484337936346717,0.006833997479844598,0.008257578106673567,0.008227993688055655,
2015-03-23,-0.0009086551411567268,-6.079683690434661e-05,-0.0003670617392814535,-0.0007650188172601258,-0.00026317107154450354,-0.0004509099227343594,0.0007462405425040687,0.003228288375422146,0.00048346628111112894,7.70957534684324e-05,-0.000814509498910514,-0.0012239048607965144,-0.0005217020878346901,-0.001654793926597069,1.8465204535029708e-05,
2015-03-24,-0.0024434057980461743,-0.001427679502861503,-0.0014138837569884898,0.00021039347919754375,-0.0011147219064417424,-0.0016525763126012637,-0.0012333446291317072,-0.001968705112918281,-0.0021476010402293657,-0.0009273102499273288,-0.0033363127930165514,-0.0030542139340946762,-0.0023815707079490123,-0.0033513454695892533,-0.0011004367120727742,
2015-03-25,-0.012993654446663484,-0.00907249985240356,-0.008946143060109558,-0.010105548766082063,-0.00928074340495736,-0.008463722141718123,-0.008137261996782587,-0.008907985336499426,-0.009358113711924444,-0.011588028132786112,-0.011720014670146552,-0.005815783149974763,-0.01355802895017463,-0.011617239827089034,-0.007476723339848624,
2015-03-26,-0.003628155344822788,-0.004179421010456137,-0.0029674897265767842,-0.0060633024158403175,-0.004071836187864571,-0.0030397395561257493,-0.001637983586298848,-0.002206491273337159,-0.004684787260783004,-0.004808482973161161,-0.004081987734692256,-0.0031787756490301703,-0.00280015553310375,-0.0031122241924917264,-0.0016424816544478207,
2015-03-27,0.0031463716906657262,0.0031417240673980644,0.0025021073418655874,0.004834564197211631,0.0031271344754551936,0.0024651681174839273,0.0016197080675338965,0.0013655225704504264,0.002870401423425238,0.002906208857388757,0.0030329785044490892,0.0007114183721253701,0.00249227703444813,0.0020967617441159585,0.0014675338554967037,
2015-03-30,0.008119509038867233,0.006172392196324648,0.006378612699330653,0.004834183206169072,0.005807534891459075,0.00580242571407815,0.0035490113478683226,0.0028667731865298007,0.0059488877849801815,0.009678075601812273,0.008078966920303464,0.010119325688474677,0.00824319788737041,0.008751252635291982,0.0033256633496772416,
2015-03-31,-0.005483582983969781,-0.0030038744259611506,-0.00360844600162793,-0.0029366092715836347,-0.002848094624669795,-0.003201045847180062,-0.003524301285194653,-0.00399183866285815,-0.006465158424661711,-0.003813612035583214,-0.004817997046612632,-0.0045450077557977146,-0.005420000350620268,-0.004766389514739844,-0.003653046582322772,
2015-04-01,-0.0012160914962954996,0.00040062416087155667,0.00023775499997888088,0.002452447936529314,0.0007774373470164876,-8.71903426720699e-05,0.0032392339897395674,0.0035920219681429355,0.001259205477305594,0.0023175014502390926,-0.00019960975053737504,-0.00022605840481547455,-0.0004639859532681623,-0.0003404145110629342,0.004051738808426056,
2015-04-02,0.0009477486521499934,0.0004859144317133301,0.0009694234041984995,-0.0013046277621794333,0.00024422236094663314,0.0007909634643249675,0.0002608230105191733,-0.0017733334529252964,0.0025474315642507687,0.0038171725312407204,0.0021509991342084423,0.001227098202515764,0.0007661359466591966,0.0018108027075650847,-0.00037749054121407623,
2015-04-06,0.005281273906086517,0.003908309825321323,0.004153646587459949,0.002528299176372397,0.0039032906164789515,0.003809928932974884,0.006091302397260225,0.0067661766512399435,0.005669950946957316,0.006215389209726387,0.005649066347149026,0.007247756092657411,0.0055787603029555126,0.003975510886474778,0.006592859079988891,
2015-04-07,-0.001344756334031194,-0.00028185440733223815,5.3508733851170874e-05,0.0006719165942653317,-0.0008391729391542313,-0.001146248011540818,-0.001999098627118201,-0.0024801264474397346,-0.001278346845063738,-0.0020105594811577364,-0.004253972753979318,-0.0008786348013063439,-0.0014358662902537178,-0.0020771328243855084,-0.002317990749610854,
2015-04-08,0.0029144007691457308,0.0012609401888551198,0.0012825989919363235,0.0013874372159363268,0.00114240635492322,0.0013264668535020619,0.00022406501682274986,-0.002884049641166642,0.002178002338895624,0.005513206532498716,0.001881058100981292,-0.00029028661736281154,0.0019501827502487413,0.002072703613533333,8.74118144715164e-05,
2015-04-09,0.002082742083426661,-0.00018945277764926616,0.0006287239769163698,-0.0017666602640695173,1.544983526474903e-05,0.0007554374953094322,-0.0005594623116394005,-0.0029688844741500775,0.0010987361262355133,0.002805941894232147,-0.0026935863325773116,0.004035169319012279,0.0013523954648578494,0.001156617024392217,-0.0007530693753024488,
2015-04-10,0.003350710871948506,0.0028105772177788335,0.0029919143247281533,0.002824253400353074,0.002475200526807533,0.0024836013036007155,0.004798022312521147,0.0058833196002987444,0.0029238466914029006,0.0026706734444179947,0.0024026877608042695,0.003407903887478572,0.003294017912807492,0.0024480923715286228,0.004373804581837595,
2015-04-13,-0.002020689710031025,-0.001585296140849439,-0.0018921238735149434,-0.001241822320539958,-0.0011124451653118858,-0.0014017123319531686,-0.002950959356273013,-0.0036755448355253726,-0.002787292341184715,-0.00268563820971051,-0.0020829256374492776,-0.0035160816884310096,-0.0020899221495906772,-0.0007769866701647296,-0.00239949955007575,
2015-04-14,0.0012868529701594467,0.002324137730831488,0.0019515701782123697,0.003281226385835323,0.0024546007537850304,0.0019579557574091132,0.0006477916997438048,0.0007098493881424917,0.0033521679876758357,0.00275507169357696,0.0022745649070476937,0.005468434058180272,0.001244083601699475,0.0018636974700283915,0.0007797318675336173,
2015-04-15,0.0035807835280895354,0.0024617620099068294,0.0031204058443800343,0.002162187559862869,0.002440878111341114,0.002330455142987873,0.00406061565093859,0.003877842425879416,0.0032349891663949835,0.0037316999459279555,0.00115160413095575,0.007109477559606834,0.004099513550835319,0.00307029503982573,0.003789199411219988,
2015-04-16,-0.00017941278932952275,-1.6004228077290918e-05,-0.0003165294318462441,-0.0008964981872716083,0.00024609665835474643,0.0001929452416520672,-0.0005942934580213421,-0.0006689897689625334,0.0006390743323809202,0.0016757727597379725,0.0009236457409335676,-0.0003607006798976053,-0.0006121412244823744,0.0004264265417974667,-0.0004838351635774929,
2015-04-17,-0.007994395790259646,-0.004332853623785882,-0.0054876107428284415,-0.0025814228405596665,-0.004469826384057063,-0.004968487126687982,-0.003883310828486186,-0.005002798966512257,-0.007388978852336781,-0.008371798777654505,-0.005926901299496002,-0.006328715684362241,-0.007632985181958207,-0.007572662055681145,-0.00405632199664967,
2015-04-20,0.00679811439563374,0.003323886396451585,0.0042377318359620815,0.002033544252623036,0.0034313796044664266,0.0037749671503626335,0.0022759617096890046,0.00032800551913723507,0.004010685848718847,0.0036110757349443953,0.004056497716548551,0.004555360141219227,0.007222594820036647,0.0046273132733022845,0.0022355546166485983,
2015-04-21,-0.0003933275902372913,-0.00129759103080076,-0.0011167208780590077,-0.0021540385440837364,-0.0016712039345330833,-0.0012248929694080425,-9.775621723884242e-05,-0.0008559670534146414,0.0005384214144024124,-7.633782977043433e-05,-0.0010936784115143983,-0.0033645984683964517,-0.001343183570880524,-0.002238879044511122,0.0003268261821330221,
2015-04-22,0.001593304821371868,-0.0007947674186152034,0.0003040126513319662,-0.002551835959673996,-0.0006594445032320852,0.0003364278888398208,-0.0021854110629974644,-0.0022401597092222315,0.0008916101997261361,0.0026453818802349006,0.001093747129294922,0.0018288175434738284,0.0025412407110402403,0.0019115524144318742,-0.0021588825010529257,
2015-04-23,0.002941090966602982,0.0026981879252976175,0.0021206306801958164,0.0030475715924135386,0.0027978086582438437,0.002280656141717401,0.003644624841956539,0.0035099384336241537,0.002935243595453434,0.0036619298477883525,0.0025457836955246997,0.003554008316803286,0.002984621397162162,0.002515808672803015,0.003450103035577339,
2015-04-24,0.00495140991041307,0.0026161657461341646,0.0025663157977485708,0.003484732242151418,0.0029394988884932703,0.0023080453344745244,-0.0005709390129190963,0.00026498320353233844,0.003401353722820506,0.002969812462201089,0.0025706510145750714,0.001097336822757162,0.003967908044220643,0.0019084046796996555,-0.0009776507771917012,
2015-04-27,-0.003003040402119051,-0.0026443254310143387,-0.0024306064046947023,-0.0024964505287949027,-0.0028093390168658643,-0.002519931705826495,0.0015371606481159534,0.005471669140230739,-0.0015172180006916673,-0.0017210558157070292,-0.0030338032457437386,-0.0027160867247095102,-0.0019399655261908236,-0.0032378356258688794,0.002285731027327431,
2015-04-28,-0.0003485658102931,-0.001134226689388651,-0.0002560856862441785,-0.002707735313677606,-0.0008716101397878484,-4.374822090189578e-05,0.001784630865617709,0.002732469577332397,0.00028671348409403663,0.00036852151505311075,-8.983619858682386e-07,0.0010519051274051616,0.0006978400997962986,0.0012079479787137082,0.0018289111551149872,
2015-04-29,-0.004414695272175737,-0.00481558701086263,-0.0035333748335620732,-0.0056117782920402795,-0.0039016531233019383,-0.00313713176301099,-0.004570408734667485,-0.003916763708616565,-0.004900812299686051,-0.005655554346016376,-0.007087752166523407,-0.0016053851663449061,-0.00412854851193608,-0.0032427511134543435,-0.003852546234455621,
2015-04-30,-0.008045013933142307,-0.004732244370928127,-0.0050089667618822145,-0.004549144095794198,-0.004954877106516973,-0.004922597942273352,-0.008431268936232304,-0.009706191142853302,-0.007011547711960296,-0.007930738554497961,-0.007229249523343527,-0.005526004831122365,-0.007678153326115154,-0.006461638816010016,-0.009428783878328316,
2015-05-01,0.006093119210494038,0.0023508173062774104,0.0039003641251556774,0.0007621688440595208,0.002360979314785596,0.003371891138101115,0.0027670270069407497,0.0039729022939505665,0.005679674471790132,0.004667109617802269,0.004514024449517064,0.003913954052472759,0.00589683799833253,0.005195033257247719,0.0021181629614061576,
2015-05-04,0.001037529487238711,6.850640657135804e-05,0.0006634306222552366,-0.0011796421404105617,0.0002953911941270615,0.0007074496574761468,0.0025114762343244747,0.0036809407792122517,0.0004992654232837257,0.0018664479431631876,0.0012345098553514866,0.00020065225388216307,0.0008931125964554276,0.0026794792585519553,0.002801966273589365,
2015-05-05,-0.009296626531795606,-0.006374831572559794,-0.006301893429229235,-0.0063142260518550455,-0.006375335716325306,-0.006084691730145488,-0.005476578390976341,-0.004636207667154304,-0.009014576740030492,-0.008203901041809293,-0.010426470088737285,-0.008505415789994388,-0.009143688468683134,-0.007827534851444242,-0.004958975343959162,
2015-05-06,-0.004917641392176875,-0.004401903160602294,-0.004135940488074019,-0.0069644469401046296,-0.004517882654049177,-0.003611056366772769,-0.003645127880551091,-0.0040462637356812655,-0.0030265104289076915,-0.006009958321266606,-0.004077699527189371,-0.004324199182562461,-0.0052355360563697715,-0.004525537014893421,-0.004026326858659423,
2015-05-07,0.004474787863657053,0.004072810031304179,0.003253141497218386,0.005962748233519104,0.004125435014199601,0.003204525299808574,0.0016313384206515557,0.001119280830509033,0.002612107600893836,0.002992211145535699,0.00591571609742008,0.0011109694550045556,0.00474753761650895,0.0046779526824811055,0.0019478736237316817,
2015-05-08,0.010050344608017917,0.008703150463607293,0.009125170241769391,0.008094051471126554,0.008325190635506489,0.00783712431241285,0.008523687688592433,0.009605115748558638,0.012181119783959762,0.010105177838034366,0.01061191421919058,0.010835833280972899,0.010429868116101951,0.010421553490985362,0.008687115648471215,
2015-05-11,-0.006212096225847046,-0.0074559041446152375,-0.006690758156445603,-0.010304143621706691,-0.007406931766099838,-0.005627903250773696,-0.0062113778763320405,-0.007850414837899061,-0.007183297563632767,-0.007351996159997314,-0.008346511849987963,-0.009206384093486557,-0.006461765965653004,-0.006166231569234331,-0.0064315918628382865,
